"Player,Nation,Pos,Squad,League,Age,Min,Gls_90,Ast_90,GA_90,Sh_90,SoT_90,SoT_pct,G_per_Sh,Salah_Score,Salah_Euclidean,KDB_Score,KDB_Euclidean,Outlier_Count,Is_Outlier,PC1,PC2,Cluster,Cluster_Label,Salah_Cosine,KDB_Cosine,Salah_Euc_Sim,KDB_Euc_Sim,Market_Value_M"
"Max Balard,au AUS,MF,NAC Breda,Eredivisie,23.0,2937,0.0306,0.0306,0.0613,0.1839,0.0613,33.33,0.1667,-0.2676,7.499740663085041,-0.3557,9.086215259475155,0,False,-1.819546729749174,-1.520067075028473,1,Low Volume Player,-0.5243527411752529,-0.6589433756028993,0.1176506483713166,0.0991452169395833,"
"Max Bird,eng ENG,MF,Bristol City,EFL Championship,23.0,3481,0.0259,0.2068,0.2327,1.1117,0.3103,27.91,0.0233,-0.0673,6.3299213491066615,0.1489,6.912028908226122,0,False,-1.1955976102130346,1.445880220633299,1,Low Volume Player,-0.2030548513045436,0.1639493129897138,0.1364271118846146,0.1263898314325295,"
"Mexx Meerdink,nl NED,FW,AZ Alkmaar,Eredivisie,21.0,906,0.894,0.0,0.894,3.7748,1.8874,50.0,0.2368,0.456,5.81214645676469,0.2839,8.06810881651105,3,True,7.0369991256386095,-1.7817374663729837,3,Elite Attacker,0.6621298303929831,0.3996742974574052,0.1467966090199024,0.1102765769836394,"
"Miguel Menino,pt POR,MF,Farense,Primeira Liga,21.0,1830,0.0984,0.0,0.0984,0.9836,0.3934,40.0,0.1,-0.3888,7.017253662526051,-0.4518,8.485977688374739,0,False,-0.9900547927530484,-1.3349771968395412,0,Active Forward,-0.7311859874433599,-0.8232829450577812,0.1247309916953435,0.1054187594416884,"
"Miguel Rodríguez,es ESP,MF,Utrecht,Eredivisie,21.0,1241,0.5077,0.2176,0.7252,3.9162,1.3779,35.19,0.1296,0.5715,3.393234106514216,0.5097,4.726816835850009,1,True,4.581532550249621,1.353876737522412,3,Elite Attacker,0.8008199832007923,0.7331100413544893,0.2276227434630028,0.1746170741379358,"
"Mihailo Ivanović,rs SRB,FW,Millwall,EFL Championship,19.0,2176,0.4963,0.0,0.4963,2.1507,1.1167,51.92,0.2308,0.3978,4.795431294321453,0.1689,7.322290987388947,0,False,3.4024909316800254,-2.23814212178165,3,Elite Attacker,0.5480141912497773,0.2013579009600012,0.1725497118704231,0.1201592207620875,"
"Mika Godts,be BEL,FW,Ajax,Eredivisie,19.0,1643,0.2191,0.1096,0.3287,2.7389,0.8217,30.0,0.08,0.2983,5.182640600171085,0.3328,6.349414845193012,0,False,1.0424061429719134,0.5378567627923211,2,Creative Playmaker,0.3893304519243374,0.4639430451247173,0.1617431878495942,0.1360652543180446,"
"Milan van Ewijk,nl NED,MF,Coventry City,EFL Championship,23.0,4010,0.0449,0.0449,0.0898,0.6509,0.1796,27.59,0.069,-0.4437,7.389466503055564,-0.4115,8.61869464033118,0,False,-1.980554177486376,-0.4444865188201891,1,Low Volume Player,-0.8189277150308807,-0.7551770211278921,0.1191970907370314,0.1039642110902451,"
"Million Manhoef,nl NED,FW,Stoke City,EFL Championship,22.0,2422,0.1858,0.1858,0.3716,2.6383,0.929,35.21,0.0704,0.4349,4.66522126936941,0.54,5.4917742575428505,0,False,1.3990747199665168,1.125136477650736,2,Creative Playmaker,0.6071749375110287,0.7972830759611217,0.1765156120921132,0.1540410926701727,"
"Mirko Topić,rs SRB,MF,Famalicão,Primeira Liga,23.0,2321,0.0388,0.0,0.0388,0.8143,0.1551,19.05,0.0476,-0.4909,8.017326173770451,-0.4526,9.212774753292353,0,False,-2.5226925811280734,-0.4207389307730993,1,Low Volume Player,-0.8921450171508514,-0.8196740596930572,0.1108976187319024,0.097916582335043,"
"Mohamed Bamba,ci CIV,MF,Gil Vicente FC,Primeira Liga,19.0,956,0.0941,0.0,0.0941,1.318,0.3766,28.57,0.0714,-0.5366,7.181543592442878,-0.5334,8.507988749447456,0,False,-1.3517185246964654,-0.7274002152099583,1,Low Volume Player,-0.975735880237282,-0.9590506677807658,0.1222263242505582,0.1051747142694204,"
"Mohamed Nassoh,nl NED,MF,Sparta Rotterdam,Eredivisie,21.0,1621,0.111,0.111,0.2221,1.9988,0.8883,44.44,0.0556,0.0764,5.78804671892517,0.211,6.703173200255984,0,False,0.5331416195625786,0.115618820044104,0,Active Forward,0.0290559137184419,0.2651419342223404,0.1473177839527807,0.1298166319260183,"
"Mohammed Ihattaren,nl NED,MF,RKC Waalwijk,Eredivisie,22.0,1542,0.2335,0.2335,0.4669,3.2101,1.2257,38.18,0.0727,0.4826,4.160596652797029,0.5582,4.689779441816862,0,False,2.564867508726011,1.6111653783142976,2,Creative Playmaker,0.6752096488822725,0.8131327884518247,0.1937760432135309,0.1757537370694073,"
"Morgan Whittaker,eng ENG,MF,Plymouth Argyle,EFL Championship,23.0,2737,0.0986,0.0658,0.1644,2.795,0.8221,29.41,0.0353,-0.129,6.497181339050713,0.0209,7.319951968424424,0,False,0.0239943046451831,0.4679199147148431,0,Active Forward,-0.3038577829035187,-0.0452973831266587,0.1333834617006368,0.12019300156962,"
"Mory Gbane,ci CIV,MF,Gil Vicente FC,Primeira Liga,23.0,1471,0.0612,0.0,0.0612,0.5506,0.1835,33.33,0.1111,-0.4085,7.490692792993654,-0.4673,8.972331939588521,0,False,-1.7654008250774706,-1.329448046437116,1,Low Volume Player,-0.759328667767885,-0.8457413653376029,0.1177760195051668,0.1002774482496079,"
"Myles Peart-Harris,eng ENG,MF,Swansea City,EFL Championship,21.0,1665,0.1622,0.2162,0.3784,1.2973,0.4865,37.5,0.125,0.5154,4.559677776500204,0.5125,5.847502206787018,0,False,0.6129256202972331,0.621624540616435,2,Creative Playmaker,0.7390340654190358,0.7568428008179071,0.1798665390693732,0.1460386531907697,"
"Nicolás González,es ESP,MF,Porto,Primeira Liga,22.0,1441,0.3123,0.1874,0.4997,1.6863,0.5621,33.33,0.1852,0.6395,3.633755122315233,0.4608,5.697733438907226,0,False,1.6880417258774243,0.1767053439001424,2,Creative Playmaker,0.9220365074635868,0.6684986207603307,0.2158076923798154,0.1493042398777751,4.5"
"Nilton Varela,pt POR,MF,Estrela,Primeira Liga,23.0,2209,0.0,0.0815,0.0815,0.3667,0.0815,22.22,0.0,-0.3946,7.973608269601738,-0.2792,8.844270872281081,0,False,-2.790462122371743,0.4376037751767248,1,Low Volume Player,-0.7320413888226556,-0.5329931055588495,0.1114378932037314,0.1015819264802781,"
"Norman Bassette,be BEL,FW,Coventry City,EFL Championship,19.0,907,0.1985,0.0,0.1985,1.7861,0.6946,38.89,0.1111,-0.1265,6.1586916498783255,-0.2692,7.760073302389822,0,False,0.2633673783158165,-1.166366652382364,0,Active Forward,-0.3039958648103114,-0.5247467061796878,0.139690330148107,0.114154295915217,"
"Ole Pohlmann,de GER,FW,Rio Ave,Primeira Liga,23.0,1594,0.0565,0.1129,0.1694,1.0728,0.1694,15.79,0.0526,-0.2849,7.014096319877025,-0.1867,8.014088401158787,0,False,-1.8565282593996468,0.7329250477826136,1,Low Volume Player,-0.5579721982290988,-0.3851215928265867,0.1247801324173933,0.1109374520746265,"
"Oliver Antman,fi FIN,MF,Go Ahead Eagles,Eredivisie,22.0,2410,0.2241,0.5602,0.7842,2.0166,0.5975,29.63,0.1111,0.581,3.3977876052218465,0.6763,2.5489204995807624,2,True,2.6437300568715383,4.26010690345467,2,Creative Playmaker,0.8168032272329575,0.9392531616092346,0.2273870613516259,0.2817758245410487,1.8"
"Oliver Arblaster,eng ENG,MF,Sheffield United,EFL Championship,20.0,978,0.184,0.092,0.2761,0.9202,0.2761,30.0,0.2,0.1389,5.676866087380695,-0.0752,7.579563970737938,0,False,-0.1056298744004462,-0.8958341766574538,0,Active Forward,0.1316298411209976,-0.2030200687457009,0.1497708635927271,0.1165560398419628,"
"Ollie Tanner,eng ENG,MF,Cardiff City,EFL Championship,22.0,1387,0.1298,0.1298,0.2596,2.336,0.7787,33.33,0.0556,0.1411,5.575277068003276,0.3268,6.463279221151684,0,False,0.4192540126397618,0.6879823842791131,2,Creative Playmaker,0.1338084759658739,0.455335349001214,0.1520848459551943,0.1339893591500502,"
"Orkun Kökçü,tr TUR,MF,Benfica,Primeira Liga,23.0,2633,0.2393,0.2393,0.4785,2.1193,0.8204,38.71,0.1129,0.6465,3.61114493053806,0.653,4.807268944053996,0,False,1.8541135283163543,1.0946197112377554,2,Creative Playmaker,0.9329558057596296,0.9735804624242436,0.2168658793128224,0.1721979831886191,22.0"
"Oscar Fraulo,dk DEN,FW,Utrecht,Eredivisie,20.0,1711,0.1578,0.1578,0.3156,0.9468,0.3682,38.89,0.1667,0.3196,5.1185271681619815,0.1931,6.752979681047152,0,False,0.2736845185266327,-0.3226845217616774,0,Active Forward,0.4237695610138612,0.2357910408189292,0.1634380256090947,0.1289826674568216,"
"Oscar Schwartau,dk DEN,FW,Norwich City,EFL Championship,18.0,1564,0.0575,0.0,0.0575,1.266,0.4028,31.82,0.0455,-0.545,7.4554375145901695,-0.4809,8.630457265143416,0,False,-1.563913287529183,-0.6602519757774115,1,Low Volume Player,-0.9870968654777568,-0.8707673946929826,0.1182670912385625,0.1038372293722138,"
"Owen Beck,wls WAL,MF,Blackburn Rovers,EFL Championship,21.0,1874,0.048,0.0,0.048,0.4322,0.0961,22.22,0.1111,-0.411,7.82595708905414,-0.4562,9.277413114193266,0,False,-2.316216765201387,-1.0358780390522069,1,Low Volume Player,-0.7605495957802724,-0.8252339873924797,0.1133021597442604,0.0973007496039041,"
"Paddy Lane,nir NIR,MF,Portsmouth,EFL Championship,23.0,1074,0.0838,0.0838,0.1676,1.0894,0.419,38.46,0.0769,-0.321,6.406604025171156,-0.2561,7.615187285988253,0,False,-0.7665156012610818,-0.3441455222141426,0,Active Forward,-0.6250503358078321,-0.5042343965415903,0.1350146432294106,0.1160740871677161,"
"Paulo Victor,br BRA,MF,Farense,Primeira Liga,23.0,1620,0.0,0.0,0.0,0.2778,0.1111,40.0,0.0,-0.4458,8.422936574045515,-0.3774,9.462466290268786,0,False,-2.641498271430665,-0.8479424286707605,1,Low Volume Player,-0.8137433630148039,-0.6927605723531078,0.1061240296103015,0.0955797583720873,"
"Paxten Aaronson,us USA,MF,Utrecht,Eredivisie,20.0,2689,0.2678,0.1339,0.4016,2.0082,0.4686,23.33,0.1333,0.4562,4.766666585742732,0.3223,6.416925169364897,0,False,0.7146480839350703,0.4031273604811886,2,Creative Playmaker,0.6447797010858242,0.4472032766483526,0.1734104070577547,0.1348267613822547,"
"Pedro Santos,pt POR,MF,Arouca,Primeira Liga,23.0,1526,0.0,0.0,0.0,0.6488,0.059,9.09,0.0,-0.4578,8.819737429506219,-0.3817,9.805182471221784,0,False,-3.437484808191904,0.1473292556342286,1,Low Volume Player,-0.8309116278105557,-0.6978445580018295,0.1018357168079884,0.0925481825654838,"
"Quinten Timber,nl NED,MF,Feyenoord,Eredivisie,23.0,1391,0.3882,0.0,0.3882,2.394,1.0352,43.24,0.1622,0.3207,5.089975825837582,0.1263,7.163025640719216,0,False,2.281862154463221,-1.4698825871864585,3,Elite Attacker,0.4250406939247362,0.1288806114781011,0.1642042642858053,0.1225035965845494,"
"Rafael Brito,pt POR,MF,Casa Pia,Primeira Liga,22.0,1011,0.0,0.089,0.089,0.8012,0.089,11.11,0.0,-0.3671,8.04343873704025,-0.2433,8.844570026068407,0,False,-2.869845083942581,0.9367571772487988,1,Low Volume Player,-0.6856326586109747,-0.4732509245248777,0.110577406347011,0.1015788396397203,"
"Rafael Rodrigues,pt POR,MF,AVS Futebol,Primeira Liga,22.0,1033,0.0871,0.0,0.0871,0.5227,0.1742,33.33,0.1667,-0.2785,7.239102022329891,-0.4118,8.94854872947993,0,False,-1.3824336108449948,-1.7105746413159262,0,Active Forward,-0.5450380046501675,-0.7532907978442744,0.1213724502123855,0.100517173629231,"
"Rami Al Hajj,se SWE,MF,Plymouth Argyle,EFL Championship,22.0,1374,0.1965,0.0,0.1965,1.6376,0.7205,44.0,0.12,-0.0649,6.145000467866052,-0.2067,7.784347639341672,0,False,0.4074745419138219,-1.4105769085543052,0,Active Forward,-0.2014368960985297,-0.4204413450601807,0.1399580034315467,0.1138388462133931,"
"Reuell Walters,eng ENG,MF,Luton Town,EFL Championship,19.0,979,0.0,0.0,0.0,0.1839,0.0,0.0,0.0,-0.4088,9.291659530055345,-0.3509,10.288044753824616,1,True,-3.993889789776556,0.3010903023696808,1,Low Volume Player,-0.7460893200322607,-0.6438744285808964,0.0971660592812695,0.0885893014962737,"
"Richonell Margaret,sr SUR,FW,RKC Waalwijk,Eredivisie,23.0,2515,0.1789,0.2505,0.4294,1.6819,0.501,29.79,0.1064,0.5451,4.308103281733159,0.5953,5.3754791470955015,0,False,0.7311075930862111,1.379068800100267,2,Creative Playmaker,0.782841069106795,0.887669680581064,0.1883912099904522,0.1568509561286187,1.2"
"Ringo Meerveld,nl NED,FW,Willem II,Eredivisie,23.0,2900,0.1241,0.0621,0.1862,0.9621,0.3724,38.71,0.129,-0.1718,6.231433155139616,-0.2902,7.779008605884692,0,False,-0.5085298013814926,-0.9322835175955204,0,Active Forward,-0.3785417959791206,-0.5596698665527309,0.1382851750886015,0.1139080783369646,"
"Rob Nizet,be BEL,MF,Willem II,Eredivisie,22.0,955,0.0,0.0,0.0,0.377,0.0942,25.0,0.0,-0.4916,8.529986332820496,-0.4147,9.557907493074977,0,False,-3.0565316300167824,-0.3836607428808899,1,Low Volume Player,-0.8892469888691612,-0.7542582564985627,0.1049319448188589,0.0947157380054626,"
"Roberto González,es ESP,MF,NEC Nijmegen,Eredivisie,23.0,985,0.1827,0.0914,0.2741,2.3756,1.0051,42.31,0.0769,0.219,5.415057615156334,0.2623,6.542648541935945,0,False,1.1620029501357765,-0.0458193078934137,2,Creative Playmaker,0.2610773493422553,0.3488297611130492,0.1558832453254015,0.1325794241160988,"
"Rocco Vata,ie IRL,FW,Watford,EFL Championship,19.0,1536,0.1758,0.2344,0.4102,2.5195,0.7031,27.91,0.0698,0.4611,4.53638878790163,0.5846,5.246476028618115,0,False,1.0343586468088757,1.7451371645309373,2,Creative Playmaker,0.6480568799125331,0.8676568558483384,0.1806231531617226,0.1600902645617334,1.0"
"Rodrigo Mora,pt POR,FW,Porto,Primeira Liga,17.0,1370,0.6569,0.2628,0.9197,2.8905,1.1168,38.64,0.2273,0.7013,1.938090191063612,0.5116,4.741343527186626,2,True,5.340568880060086,0.7503247069956281,3,Elite Attacker,0.9419167499874928,0.7365581055173325,0.3403571486816721,0.1741752597218338,2.5"
"Rodrigo Ribeiro,pt POR,FW,AVS Futebol,Primeira Liga,19.0,990,0.0909,0.0,0.0909,2.4545,0.3636,14.81,0.037,-0.3639,7.564690289587131,-0.2922,8.62163282549596,0,False,-1.4205032077016098,0.1786243068629183,1,Low Volume Player,-0.68437956837775,-0.5563020262582841,0.1167584543268062,0.1039324632457541,"
"Roger Fernandes,pt POR,MF,Braga,Primeira Liga,18.0,1739,0.1553,0.1553,0.3105,2.5877,1.2421,48.0,0.06,0.2968,5.191764766372954,0.3923,5.885219062948544,0,False,1.7675168300078197,0.5464097152596589,2,Creative Playmaker,0.3870269024105486,0.5570637231303321,0.1615048435675287,0.1452386613784453,"
"Romain Esse,eng ENG,MF,Millwall,EFL Championship,19.0,2018,0.1784,0.0446,0.223,1.338,0.5352,40.0,0.1333,-0.0336,5.8824169010765885,-0.23,7.543377480219769,0,False,0.1109158397076869,-1.0585470518644562,0,Active Forward,-0.1527932518946986,-0.4613391659184473,0.1452977950004124,0.1170497267989469,"
"Romaine Mundle,eng ENG,FW,Sunderland,EFL Championship,21.0,1433,0.314,0.1256,0.4396,2.1982,0.7537,34.29,0.1429,0.5933,4.167290171467154,0.4339,5.992650084813959,0,False,1.6984263547416178,0.0032577016864882,2,Creative Playmaker,0.8597344642651434,0.6277832288522043,0.1935250328154242,0.1430072987881539,"
"Romano Postema,nl NED,FW,Groningen,Eredivisie,22.0,1207,0.1491,0.0,0.1491,1.6404,0.6711,40.91,0.0909,-0.2719,6.514586252314627,-0.3317,7.954492836985353,0,False,-0.1228272272954782,-1.1268795366311877,0,Active Forward,-0.5418916923123602,-0.6272657644778805,0.1330745255192169,0.1116757831185739,"
"Ronald,br BRA,MF,Swansea City,EFL Championship,23.0,3761,0.0479,0.1675,0.2154,1.2204,0.3829,31.37,0.0392,-0.1302,6.222786876576594,0.0931,7.001233653512178,0,False,-0.9459791794457028,0.9094118135733114,1,Low Volume Player,-0.3093121116457322,0.0717766431123484,0.138450713981744,0.1249807271358768,"
"Ronnie Edwards,eng ENG,MF,QPR,EFL Championship,21.0,1819,0.099,0.0,0.099,0.6432,0.1484,23.08,0.1538,-0.3153,7.326247455884011,-0.435,8.991643612439448,0,False,-1.6612826502719074,-1.2944822121837785,1,Low Volume Player,-0.6055061004857207,-0.7916865862431937,0.1201021234713985,0.1000836337632193,"
"Ruben van Bommel,nl NED,FW,AZ Alkmaar,Eredivisie,19.0,1491,0.1811,0.3018,0.4829,2.7767,1.0865,39.13,0.0652,0.5172,3.932247515019678,0.6361,4.108221545328868,0,False,2.234304035179653,2.143787474376849,2,Creative Playmaker,0.7268742710591432,0.9296368319182116,0.2027473270460982,0.1957628484055148,4.0"
"Rubin Colwill,wls WAL,FW,Cardiff City,EFL Championship,22.0,2522,0.0357,0.1427,0.1784,1.927,0.7137,37.04,0.0185,-0.1094,6.277788877831707,0.1547,6.861470199722946,0,False,-0.3409736771271879,0.8430899288298057,0,Active Forward,-0.2738960973549376,0.1730869947681652,0.1374043705837662,0.1272026700597608,"
"Ryan Andrews,eng ENG,MF,Watford,EFL Championship,19.0,2086,0.1294,0.0863,0.2157,1.3806,0.4314,31.25,0.0938,-0.4032,6.034126186488957,-0.3955,7.36740957366325,0,False,-0.5014906254940613,-0.1519722883885232,0,Active Forward,-0.7667312986840671,-0.7388060111664272,0.1421640689245502,0.1195113005042252,"
"Ryan Fosso,ch SUI,MF,Fortuna Sittard,Eredivisie,22.0,2551,0.0353,0.0353,0.0706,0.7762,0.1411,18.18,0.0455,-0.4513,7.7970865974391135,-0.3925,8.922591329388712,0,False,-2.451379999713631,-0.0692900883567692,1,Low Volume Player,-0.8280046387723683,-0.721295298014387,0.1136739975131205,0.1007801255543198,"
"Sam Greenwood,eng ENG,FW,Preston North End,EFL Championship,22.0,2427,0.1854,0.1112,0.2967,2.6329,1.0383,39.44,0.0704,0.2644,5.277425891142941,0.3331,6.284252932895404,0,False,1.308247008289658,0.3261457464290657,2,Creative Playmaker,0.3344130545590915,0.4636319541245377,0.1593009646535115,0.1372824377753329,"
"Sam McCallum,eng ENG,MF,Sheffield United,EFL Championship,23.0,1057,0.1703,0.0,0.1703,1.2772,0.2554,20.0,0.1333,-0.2818,6.829057737714944,-0.4274,8.507003975069791,0,False,-1.0705817856471658,-0.9071799295501852,0,Active Forward,-0.5548492296849081,-0.7824612186618358,0.1277292917617272,0.1051856086967355,"
"Sami Ouaissa,nl NED,FW,NEC Nijmegen,Eredivisie,19.0,1846,0.3413,0.0488,0.39,1.5114,0.6338,41.94,0.2258,0.3748,4.824447395700997,0.0989,7.202429792695943,0,False,1.66402710240611,-1.6499563938655617,0,Active Forward,0.5101945173730354,0.0836000000614991,0.1716901075865319,0.1219150940969314,"
"Samu Omorodion,es ESP,FW,Porto,Primeira Liga,20.0,2263,0.7556,0.1193,0.8749,3.2612,1.3124,40.24,0.2317,0.5673,3.68728462179808,0.3774,6.306976443659915,2,True,5.660757077354081,-0.5321135757954478,3,Elite Attacker,0.8033164398758574,0.5377109574939327,0.2133431358850131,0.136855511675787,"
"Samuel Iling-Junior,eng ENG,MF,Middlesbrough,EFL Championship,20.0,1057,0.0851,0.1703,0.2554,1.1069,0.2554,23.08,0.0769,-0.039,6.053675969113948,0.0693,7.074456323214147,0,False,-1.0027779094430644,0.8914051550714744,1,Low Volume Player,-0.1594957598249522,0.0329255331024046,0.1417700507336483,0.1238473477310155,"
"Santiago García,es ESP,MF,Gil Vicente FC,Primeira Liga,22.0,1475,0.2441,0.122,0.3661,1.2814,0.4881,38.1,0.1905,0.4441,4.711027283268192,0.2119,6.698190669853385,0,False,0.9389429761333352,-0.6974362023876728,0,Active Forward,0.6233744767025918,0.2665306384467394,0.1750998463848591,0.1299006536582765,"
"Sem Scheperman,nl NED,MF,Heracles Almelo,Eredivisie,22.0,1639,0.0549,0.0549,0.1098,0.5491,0.2196,40.0,0.1,-0.3101,7.022777098454662,-0.3293,8.375291303074983,0,False,-1.3672527279325282,-0.9492232146996488,1,Low Volume Player,-0.5999552420788146,-0.6199639339480019,0.124645118233762,0.1066633523879958,"
"Sem Steijn,nl NED,MF,Twente,Eredivisie,22.0,2762,0.782,0.2281,1.0101,3.0304,1.4012,46.24,0.2581,0.64,3.0387617786640764,0.4608,5.638912931589097,2,True,6.585076649138632,0.0557454657435197,3,Elite Attacker,0.9016105113090596,0.667660345094531,0.2476006397016997,0.1506270695676436,3.5"
"Shea Charles,nir NIR,MF,Sheffield Weds,EFL Championship,20.0,3631,0.0248,0.1239,0.1487,0.7188,0.1487,20.69,0.0345,-0.3083,7.199837030035117,-0.184,8.099550714487293,0,False,-2.103900846452448,0.7247667197241425,1,Low Volume Player,-0.595198903037387,-0.3798569487954331,0.1219536432659707,0.1098955356562726,"
"Shiloh ’t Zand,nl NED,FW,Heracles Almelo,Eredivisie,21.0,1010,0.0891,0.0,0.0891,2.2277,1.1584,52.0,0.04,-0.1213,7.0583951749863365,-0.0549,8.006201216865634,0,False,0.4851766656299145,-0.9435268541369914,0,Active Forward,-0.2849150473069672,-0.1655798978686842,0.1240941872773936,0.1110346055923479,"
"Shunsuke Mito,jp JPN,FW,Sparta Rotterdam,Eredivisie,21.0,1489,0.3022,0.0,0.3022,2.7199,1.088,40.0,0.1111,0.1893,5.625799096730932,0.0882,7.234983601961775,0,False,1.713219893891373,-0.9516264422949456,0,Active Forward,0.2149409478521555,0.0661180908760404,0.1509251918751029,0.1214331501233075,"
"Sidnei Tavares,Unknown,MF,Moreirense,Primeira Liga,22.0,1296,0.0694,0.0694,0.1389,0.6944,0.1389,20.0,0.1,-0.3251,7.097464520951213,-0.3336,8.421082790408844,0,False,-1.8421741291023412,-0.1979838884665217,1,Low Volume Player,-0.624208498248668,-0.6267818723920098,0.123495446928186,0.106144911603797,"
"Sinclair Armstrong,ie IRL,FW,Bristol City,EFL Championship,21.0,1555,0.1736,0.0,0.1736,2.373,0.9839,41.46,0.0732,-0.0728,6.369608122987031,-0.0736,7.638684975634897,0,False,0.6348857269659837,-0.830745412258332,0,Active Forward,-0.2117600422470364,-0.1997943824683972,0.1356924253381715,0.1157583593822977,"
"Sivert Mannsverk,no NOR,MF,Cardiff City,EFL Championship,22.0,1004,0.0,0.0896,0.0896,0.8068,0.0896,11.11,0.0,-0.3663,8.037270988397186,-0.242,8.83656421580736,0,False,-2.8637955972843843,0.9435898596832454,1,Low Volume Player,-0.684297205952515,-0.4710909254700048,0.1106528731166615,0.1016615129084401,"
"Sontje Hansen,cw CUW,FW,NEC Nijmegen,Eredivisie,22.0,1872,0.2885,0.1923,0.4808,1.7788,0.7212,40.54,0.1622,0.6659,3.572341825158746,0.5342,5.42278494218499,0,False,1.9145555510296948,0.1948395707319273,2,Creative Playmaker,0.9640208326328044,0.7865258152622726,0.2187063081105667,0.1556957003856658,2.2"
"Stije Resink,nl NED,MF,Groningen,Eredivisie,21.0,2127,0.2116,0.0846,0.2962,1.6925,0.677,40.0,0.125,0.3507,5.205121919300468,0.1802,6.8061917381625925,0,False,0.7482827925304639,-0.5448256446072549,0,Active Forward,0.4771448393176052,0.2149760674297685,0.1611571880464735,0.1281034380838022,"
"Suf Podgoreanu,il ISR,MF,Heracles Almelo,Eredivisie,22.0,2337,0.0385,0.1926,0.2311,1.6175,0.3851,23.81,0.0238,-0.0699,6.257874043645699,0.1703,6.827244181092863,0,False,-0.9889476180210884,1.5587177705652484,1,Low Volume Player,-0.2082882622404565,0.198695156895843,0.1377813935577325,0.127758886379903,"
"Syb Van Ottele,nl NED,MF,Fortuna Sittard,Eredivisie,22.0,1874,0.0,0.1441,0.1441,0.9125,0.1441,15.79,0.0,-0.2851,7.470966436173743,-0.12,8.133795958422208,0,False,-2.3673423131101874,1.330695251001861,1,Low Volume Player,-0.5539056915656091,-0.2729662735684326,0.1180502847620407,0.1094835054945482,"
"Sydie Peck,eng ENG,MF,Sheffield United,EFL Championship,19.0,2927,0.0,0.0615,0.0615,1.1992,0.3382,28.21,0.0,-0.4758,7.607089262338746,-0.3029,8.421965911921632,0,False,-2.015062079076321,0.2919379028812511,1,Low Volume Player,-0.8704222974235276,-0.575559177566209,0.1161832960621901,0.1061349626339337,"
"Taichi Fukui,jp JPN,MF,Arouca,Primeira Liga,20.0,2183,0.0,0.0825,0.0825,0.7009,0.0825,11.76,0.0,-0.3777,8.103653731036758,-0.2596,8.928916701021247,0,False,-2.934998588125141,0.8341814512373262,1,Low Volume Player,-0.7027000760015136,-0.4998290533721568,0.1098460057406111,0.1007159219995414,"
"Telasco Segovia,ve VEN,MF,Casa Pia,Primeira Liga,21.0,905,0.1989,0.0,0.1989,1.1934,0.2983,25.0,0.1667,-0.1564,6.495558120535945,-0.3768,8.366613247746674,0,False,-0.6033791749517756,-1.2961292449990347,0,Active Forward,-0.3495688185297778,-0.6992090656927519,0.1334123468751781,0.1067621747103276,"
"Telmo Arcanjo,cv CPV,FW,Vitória Guimarães,Primeira Liga,23.0,1320,0.3409,0.1364,0.4773,2.0455,0.75,36.67,0.1667,0.6184,3.8283366202569926,0.4292,5.878941770326644,0,False,1.9947261277736523,-0.1646329519691506,2,Creative Playmaker,0.8925355575287659,0.6183766289820182,0.2071106632881727,0.1453711971096559,1.2"
"Terry Devlin,nir NIR,MF,Portsmouth,EFL Championship,20.0,1562,0.0,0.0576,0.0576,0.5186,0.1152,22.22,0.0,-0.4392,8.069600483324974,-0.3263,8.974184173933923,0,False,-2.7876064768873743,0.2579138064050321,1,Low Volume Player,-0.8055461883522868,-0.6106616920460048,0.1102584399212029,0.1002588264425028,"
"Thelo Aasgaard,no NOR,FW,Luton Town,EFL Championship,22.0,1513,0.119,0.0595,0.1785,2.2604,0.6543,28.95,0.0526,-0.2585,6.361604290673054,-0.1227,7.414702509823065,0,False,-0.2747705578904757,0.1710507493083437,0,Active Forward,-0.5213672428294209,-0.2836787404814329,0.1358399556013859,0.1188396142148377,"
"Thom van Bergen,nl NED,FW,Groningen,Eredivisie,20.0,2470,0.1822,0.0364,0.2186,1.5304,0.5466,35.71,0.119,-0.1574,5.967248709691201,-0.3616,7.569395828283816,0,False,-0.0001634197703133,-0.8641458487862239,0,Active Forward,-0.3580923263222884,-0.6804120193296317,0.1435286784881146,0.1166943411225606,"
"Thomas Cannon,ie IRL,FW,Stoke City,EFL Championship,21.0,1857,0.4362,0.0485,0.4847,2.7141,1.5024,55.36,0.1607,0.4062,4.75836778519171,0.2802,6.621016537434572,0,False,3.779958214400636,-1.2699706578816294,3,Elite Attacker,0.5611999229922651,0.3796036475658563,0.1736603213451583,0.1312160910671144,"
"Tiago Fonseca Morais,pt POR,FW,Rio Ave,Primeira Liga,20.0,1562,0.2305,0.0,0.2305,2.4776,0.9795,39.53,0.093,0.0445,6.0022512677193625,-0.0172,7.4526796744343935,0,False,1.008197847978756,-0.8814392238149632,0,Active Forward,-0.0210942056321932,-0.107598919504968,0.1428112133893333,0.1183056780235688,"
